ANO_BO,NUM_BO,NUMERO_BOLETIM,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,HORAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,DATAELABORACAO,BO_AUTORIA,FLAGRANTE,NUMERO_BOLETIM_PRINCIPAL,LOGRADOURO,NUMERO,BAIRRO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,EXAME,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,DESDOBRAMENTO,STATUS,TIPOPESSOA,VITIMAFATAL,NATURALIDADE,NACIONALIDADE,SEXO,DATANASCIMENTO,IDADE,ESTADOCIVIL,PROFISSAO,GRAUINSTRUCAO,CORCUTIS,NATUREZAVINCULADA,TIPOVINCULO,RELACIONAMENTO,PARENTESCO,PLACA_VEICULO,UF_VEICULO,CIDADE_VEICULO,DESCR_COR_VEICULO,DESCR_MARCA_VEICULO,ANO_FABRICACAO,ANO_MODELO,DESCR_TIPO_VEICULO,QUANT_CELULAR,MARCA_CELULAR
2022,220187,220187/2022,1/12/2022 23:22,1/12/2022 23:22,1/12/2022,,PELA MANHÃ,1/12/2022,1/12/2022 23:22,Desconhecida,Não,,Avenida Ayrton Senna da Silva,1511,Xixová,PRAIA GRANDE,SP,"-239,979,889","-464,069,623",Via pública,,BO PARA REGISTRO,DELEGACIA ELETRONICA 3,03º D.P. PRAIA GRANDE-CAIÇARA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,,Consumado,,,,,,,,,,,,,,,,,,,,,0,0,,1,Samsung
2022,2050518,2050518/2022,2/12/2022 0:38,2/12/2022 0:38,1/12/2022,4:00,DE MADRUGADA,1/12/2022,2/12/2022 0:38,Desconhecida,Não,,AVENIDA SENADOR FEIJÓ,31,CENTRO,SANTOS,SP,"-239,332,775,971,757","-463,253,058,383,964",Via pública,,BO PARA REGISTRO,DELEGACIA ELETRONICA,01º D.P. SANTOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,,Consumado,,,,,,,,,,,,,,,,,,,,,0,0,,1,Apple
2022,2050598,2050598/2022,2/12/2022 0:58,2/12/2022 0:58,28/11/2022,17:30,A TARDE,1/12/2022,2/12/2022 0:58,Desconhecida,Não,,RUA JOSÉ AGAPITO CARDOSO,1021,MIRIM,PRAIA GRANDE,SP,"-240,386,942,133,273","-464,994,981,261,278",Via pública,,BO PARA REGISTRO,DELEGACIA ELETRONICA,03º D.P. PRAIA GRANDE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,,Consumado,,,,,,,,,,,,,,,,,,,,,0,0,,1,Apple
2022,2050992,2050992/2022,2/12/2022 5:21,2/12/2022 5:22,1/12/2022,12:55,A TARDE,1/12/2022,2/12/2022 5:21,Desconhecida,Não,,Rua Manoel Rodrigues de Moraes,368,Esplanada dos Barreiros,S.VICENTE,SP,"-239,604,235","-464,044,645",Via pública,,BO PARA REGISTRO,DELEGACIA ELETRONICA,02º D.P. SÃO VICENTE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,,Consumado,,,,,,,,,,,,,,,,,,,,,0,0,,1,Motorola
2022,2051045,2051045/2022,2/12/2022 5:48,2/12/2022 5:48,1/12/2022,15:30,A TARDE,1/12/2022,2/12/2022 5:48,Desconhecida,Não,,Rua Professor Francisco de Domênico,153,Areia Branca,SANTOS,SP,"-239,452,673","-463,704,356",Via pública,,BO PARA REGISTRO,DELEGACIA ELETRONICA,05º D.P. SANTOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,,Consumado,,,,,,,,,,,,,,,,,,,,,0,0,,1,Samsung
2022,2051051,2051051/2022,2/12/2022 5:59,2/12/2022 5:59,1/12/2022,13:00,A TARDE,1/12/2022,2/12/2022 5:59,Desconhecida,Não,,AVENIDA ANTÔNIO EMERICK,1580,VILA SAO JORGE,S.VICENTE,SP,"-239,536,504,148,181","-463,743,900,990,909",Via pública,,BO PARA REGISTRO,DELEGACIA ELETRONICA,01º D.P. SÃO VICENTE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,,Consumado,,,,,,,,,,,,,,,,,,,,,0,0,,1,Outros
2022,2051070,2051070/2022,2/12/2022 6:08,2/12/2022 6:08,17/11/2022,7:15,PELA MANHÃ,1/12/2022,2/12/2022 6:08,Desconhecida,Não,,Rodovia Padre Manoel da Nóbrega,4288,Vila Esperanca,CUBATAO,SP,"-23,903,387","-464,600,099",Via pública,,BO PARA REGISTRO,DELEGACIA ELETRONICA,03º D.P. CUBATÃO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,,Consumado,,,,,,,,,,,,,,,,,,,,,0,0,,1,Samsung
2022,1337,1337/2022,2/12/2022 9:03,2/12/2022 9:03,2/12/2022,2:20,DE MADRUGADA,2/12/2022,2/12/2022 9:03,Desconhecida,Não,,Avenida Engenheiro Plínio de Queirós,1,Jardim Sao Marcos,CUBATAO,SP,"-238,438,216","-463,777,612",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.CUBATÃO,01º D.P. CUBATÃO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,,Consumado,,,,,,,,,,,,,,,,RHW2C21,PR,FAZENDA RIO GRANDE,Preta,SR/GOTTI SRQPP 3E,2022,2022,SEMI-REBOQUE,1,Samsung
2022,1337,1337/2022,2/12/2022 9:03,2/12/2022 9:03,2/12/2022,2:20,DE MADRUGADA,2/12/2022,2/12/2022 9:03,Desconhecida,Não,,Avenida Engenheiro Plínio de Queirós,1,Jardim Sao Marcos,CUBATAO,SP,"-238,438,216","-463,777,612",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.CUBATÃO,01º D.P. CUBATÃO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,,Consumado,,,,,,,,,,,,,,,,RHW2C69,PR,FAZENDA RIO GRANDE,Preta,SR/GOTTI SRTQPP 3EAD,2022,2022,SEMI-REBOQUE,1,Samsung
2022,1337,1337/2022,2/12/2022 9:03,2/12/2022 9:03,2/12/2022,2:20,DE MADRUGADA,2/12/2022,2/12/2022 9:03,Desconhecida,Não,,Avenida Engenheiro Plínio de Queirós,1,Jardim Sao Marcos,CUBATAO,SP,"-238,438,216","-463,777,612",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.CUBATÃO,01º D.P. CUBATÃO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,,Consumado,,,,,,,,,,,,,,,,RHW8B32,PR,FAZENDA RIO GRANDE,Cinza,DAF/XF FTT 530 SSC,2022,2022,CAMINHÃO TRATOR,1,Samsung
